"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
FERREIRA & ARAGÃO LTDA - ME;TARE ORIENTAL FOOD;"28.039.702/0001-06";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.750.000;MS;Nova Andradina;Nova Andradina;AV. ANTÔNIO JOAQUIM DE MOURA ANDRADE, 560 - CENTRO;(67) 99808-0890;(67) 3441-2045;esc.nacional@hotmail.com;administrativo@agenciagenese.com.br;;"12.087934.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
FLAVIA MARCIA FERNANDES DUARTE - EPP;TRUTE GASTRONOMIA;"28.355.131/0001-00";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;;79.002.221;MS;Campo Grande;Centro;RUA ANTÔNIO MARIA COELHO Nº 1436;(67) 99989-6906;(67) 99959-2820;contato@officinaprojetos.com.br;;;"12.089273.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
FOFUCHOS BRASIL TAGUATINGA - EIRELI;FOFUCHOS BRASIL JK;"24.770.715/0001-91";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.145.450;DF;Taguatinga;Taguatinga Norte;Q ANM 24 AREA ESPECIAL 01 Nº 351B;(61) 3551-4715;;contato@volpeconsultoria.com;;;"07.079554.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
GABRIEL E MATHEUS COMÉRCIO DE ALIMENTOS EIRELI - ME;*******;"24.683.565/0001-89";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.152.318;DF;Taguatinga;Taguatinga Norte;Q QNL - 23 BLOCO H LOTE 01;(61) 3536-1773;;jucelia_picussa@msn.com;;;"07.080826.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
GARCIA & FERREIRA SUCOS LTDA ME;ACAIDEIRA;"27.390.272/0001-00";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.700.000;MS;Fátima do Sul;Fátima do Sul;R. RIO NEGRO, 251;(67) 99843-4548;(67) 99844-9242;dany.msg74@hotmail.com;;;"12.089781.15.0001-2";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
G.D.S PANIFICADORA E PRODUTOS ALIMENTÍCIOS EIRELI - EPP;EMPÓRIO PÃES & PROSA;"24.284.626/0001-35";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;71.927.180;DF;Taguatinga;Sul (Águas Claras);R. 25 SUL, LOTE 30, LOJA 09, EDIF. PARK STYLE;(61) 3435-6229;;contato@volpeconsultoria.com;;;"07.079289.15.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";50;Inglês
GEHLEN & CIA LTDA - ME;KIWI TROPICAL;"11.322.746/0004-80";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.031.900;MS;Campo Grande;Santa Fé;AV. AFONSO PENA, 4909 - LOJA 1901;(67) 8401-1168;(67) 3388-4374;danielgehlen@hotmail.com;alexandra.rs47@gmail.com;www.kiwitropical.com.br;"12.078752.15.0004-4";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";;
GOURMET'S COMÉRCIO DE ALIMENTOS LTDA - ME;MR. FIT;"25.391.072/0001-38";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.308.000;DF;Brasília;Asa Sul;Q SCS QUADRA 08 BLOCO B60 LOJA 81 TERREO;(61) 3554-1652;;contato@volpeconsultoria.com.br;;;"07.082175.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
GT2 COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;NUTRIFRESH ASA SUL;"23.569.227/0001-58";Sociedade Simples;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.344.520;DF;Brasília;Asa Sul;CLS QUADRA 105 BLOCO B LOJA 72;(61) 8165-7791;;marcio@nutrifresh.com.br;;;"07.078918.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
HALLEL ALIMENTOS LTDA - ME;BURGER KING;"25.358.910/0001-71";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.544.200;DF;Santa Maria;Santa Maria;Q CL LOTE D LOJA 320;(61) 99978-8307;;contato@volpeconsultoria.com.br;;;"07.082191.15.0001-2";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
HUM BURGUER COMERCIAL DE ALIMENTOS LTDA - EPP;HUM BURGUER;"23.053.182/0001-64";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;;71.900.100;DF;Taguatinga;Norte (Águas Claras);AV. DAS CASTANHEIRAS, SN, LOTE 1310 E 1370;(61) 3021-6771;;contato@volpeconsultoria.com;;;"07.078936.15.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
IN DOOR PUB COMERCIO E SERVIÇOS DE ALIMENTOS EIRELI - ME;IN DOOR PUB;"22.869.892/0001-02";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;78.005.000;MT;Cuiabá;Centro Norte;RUA ENGENHEIRO RICARDO FRANCO, 615;(65) 8146-5734;;jamilzazu@hotmail.com;;;"13.074142.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
ISO COMERCIO E SERVIÇO LTDA ME;CAPIXABA GRILL;"11.255.203/0002-26";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;29.066.040;ES;Vitória;Mata da Praia;AV CARLOS GOMES DE SA, 395;(27) 99628-0483;(27) 3045-3138;yaraborges.arq@hotmail.com;;;"08.079664.15.0002-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";160;Espanhol ,Inglês
IVANILDA ARCAS EIRELI - ME;LANCHONETE SHEKINAH;"23.410.432/0001-76";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.814.470;MS;Dourados;Jardim Itália;RUA INDEPENDÊNCIA Nº 1005;(67) 9840-2804;;contato@agenciagenese.com.br;;;"12.074187.15.0001-7";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
IVANILDE MARTINS DOS SANTOS GONZAGA - ME;GARÇA BRANCA TURISMO;"12.233.485/0001-42";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;Bar;76.520.000;GO;Nova Crixás;Nova Crixás;RUA ARAGUAIA SN Q 13 L 02 ;(62) 3341-3287;;ivanildeflutuante@hotmail.com;;;"09.042688.15.0001-3";"5099-8/01-TRANSPORTE AQUAVIÁRIO TURÍSTICO; SERVIÇOS DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";25;Espanhol
JAMS COMERCIO LTDA - ME;PÃO & PROSA;"25.015.292/0001-67";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.112.010;MS;Campo Grande;Vila Santo Amaro;AV. PRESIDENTE VARGAS Nº 1873;(67) 99279-3340;(67) 3042-8247;magno@officinaprojetos.com.br;officina.fco@gmail.com;;"12.082508.15.0001-0";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";;
JC PIZZARIA LTDA - ME;DOMINO'S PIZZARIA;"24.454.462/0001-47";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;78.060.601;MT;Cuiabá;Jardim das Américas;AV BRASILIA, 11;(65) 99917-0201;;jorgeabcarvalho@gmail.com;;;"13.082781.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";34;Inglês
JG LIMA BAR DISTRIBUIDORA LTDA ME;RESTAURANTE, BAR E DISTRIBUIDORA MORANGUINHO;"24.105.071/0001-17";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.225.561;DF;Ceilândia;Ceilândia Norte;EQNN 17/19 BLOCO A LOTE 03 LOJA 01;(61) 8437-8170;;contabilidadetocantis@hotmail.com;;;"07.078664.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
JOÃO ADMAR CUSTODIO LOPES - EIRELI - ME;MERCADO TERRA SANTA;"23.190.679/0001-24";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.831.030;MS;Dourados;Vila Esperança;RUA OLINDA PIRES DE ALMEIDA, 3480;(67) 3421-7974;(67) 9663-1163;merceariaterrasanta@yahoo.com;dourados@agenciagenese.com.br;;"12.075648.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;
JT PAES CONVENIENCIAS LTDA - ME;******;"25.175.705/0001-70";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;71.986.000;DF;Taguatinga;Área de Desenvolvimento Econômico (Águas Claras);A ADE CONJ. 04 LOTE 06 LOJA 01 ;(61) 99818-9811;;panificadorasabordeminas@bol.com.br;;;"07.080088.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
JULIANA NETO GONÇALVES NEVES DA SILVA EIRELI;**********;"24.714.184/0001-10";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.856.550;DF;Brasília;Asa Norte;Q CLN 408, BL. E Nº 84, SUBSOLO;(61) 8292-6666;(61) 8292-6666;juliananeto@gmail.com;;;"07.078906.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
JULIA ZERBINATO - EPP;*****;"27.208.080/0001-21";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.239.500;DF;Brasília;Asa Sul;Q CLA 405 BLOCO DLOJA 12 ;(61) 99973-1994;;contato@volpeconsultoria.com;;;"07.086221.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
J. V. FERNANDES EIRELI - ME;PETISCARIA DA VILLA;"23.742.114/0001-02";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.760.000;MS;Bataiporã;Bataiporã;RUA ELPÍDIO LUCAS ARANTES, 700 - CENTRO;(67) 9638-0638;;assecon-contabilidade@uol.com.br;administrativo@agneicagenese.com.br;;"12.076611.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
KL COMÉRCIO DE ALIMENTOS E BEBIDAS EIRELI - EPP;******;"24.275.993/0001-72";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;70.755.510;DF;Brasília;Asa Norte;SCLN 309, BLOCO A, LOJA 34;(61) 3033-4533;;lcbmendes@gmail.com;;;"07.081079.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";80;Espanhol ,Inglês
LAAP COSTUMBRES ARGENTINAS RESTAURANTE E LANCHONETE EIRELI;LAAP COSTUMBRES ARGENTINAS;"22.928.190/0001-44";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;71.909.720;DF;Taguatinga;Norte (Águas Claras);RUA 13 NORTE RUA 14 LOTE 01/03 E 02/04 LOJA 183;(61) 4141-8755;;contato@volpeconsultoria.com;;;"07.079193.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
LANCHONETE BAMBUI LTDA;LANCHONETE BAMBUI;"05.145.202/0001-45";Sociedade Empresária;"15/07/2002";Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;75.450.000;GO;Itauçu;Itauçu;AV EURIPEDES F. DE ASSIS SN Q16 L02 ST. CRUZEIRO DO SUL;(62) 3378-2269;;lanchonetebambui@hotmail.com;;;"09.069967.15.0001-9";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;
LANCHONETE BAMBUI LTDA;LANCHONETE BAMBUI;"05.145.202/0001-45";Sociedade Empresária;"15/07/2002";Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;75.450.000;GO;Itauçu;Itauçu;AV EURIPEDES F. DE ASSIS SN Q16 L02 ST. CRUZEIRO DO SUL;(62) 3378-2269;;lanchonetebambui@hotmail.com;;;"09.075247.15.0001-3";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;
LAURENT JACQUES SERGE CALVET DUTRA 86254958503;VITAMINA HOSTEL;"27.921.645/0001-13";Microempreendedor Individual (MEI);;Mei;Em Implantação;Restaurantes, Cafeterias e Bares;Bar;62.690.000;CE;Trairi;Trairi;RODOVIA CE 346, Nº 2854 - BARREIRO - FLECHEIRAS;(85) 99960-0711;;lolo3223@hotmail.com;;;"06.087519.15.0001-2";"5590-6/99-DORMITÓRIO; SERVIÇO DE ALOJAMENTO (Primário), 5611-2/02-BAR COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Secundário)";15;Espanhol ,Francês ,Inglês
L & E CHOCOLATERIA E CAFES LTDA;CHOCOLATERIA BRASILEIRA;"23.724.189/0001-60";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;;70.333.900;DF;Brasília;Asa Sul;ST SCS QD. 08 BLOCO B LOTES 50/60 LOJA 19 TERREO VENANCIA SHOPPING;(61) 3327-6239;(61) 3327-7917;karol@volpeconsultoria.com;;;"07.075608.15.0001-3";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;
LIMA & PEREIRA MERCEARIA LTDA - ME;MERCEARIA DO PEREIRA;"27.522.658/0001-10";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.740.000;MS;Ivinhema;Ivinhema;RUA JAMAICA Nº 37 - LOTE 56 - QD 13;(67) 9692-1791;(67) 99968-2590;adm@agenciagenese.com.br;;;"12.086366.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;
LLG COMERCIAL DE ALIMENTOS EIRELI - ME;**************;"24.043.049/0001-90";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.115.545;DF;Taguatinga;Taguatinga Norte;Q CNC 4 Nº 0 LOJA 01 LOTE 08;(61) 8109-3330;;laerttgama@gmail.com;;;"07.078893.15.0001-9";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
LOPES E VIVES COMERCIO DE ALIMENTOS LTDA - ME;PARRILLEROS;"24.743.531/0001-32";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;70.686.610;DF;Brasília;SETOR NOROESTE;ST SHCNW COMERCIO LOCAL NOROESTE EQ. 10/11 BL. C LOJA 01 ;(61) 8178-9577;;nadiravives@yahoo.com.br;;;"07.082762.15.0001-3";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";80;Espanhol ,Inglês
LOS BARISTAS CASA DE CAFÉS LTDA - ME;*******;"14.653.540/0001-89";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.845.530;DF;Brasília;Asa Norte;ST CLN 404 BLOCO C ;(61) 3964-5656;;karol@volpeconsultoria.com;;;"07.075928.15.0001-2";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
L & T COMERCIO DE ALIMENTOS E BEBIDAS LTDA - ME;COMPANHIA DO CHURRASCO;"23.239.603/0001-46";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.715.900;DF;Brasília;Asa Norte;Q SCN QD 05 BLOCO A S/N LOJA 42N;(61) 3032-2107;;karol@volpeconsultoria.com;;;"07.077336.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
LUPRI RESTAURANTE LTDA - ME;SUBWAY;"23.518.351/0001-94";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.002.070;MS;Campo Grande;Centro;AV. AFONSO PENA Nº 1743;(67) 99677-7001;;vanderleimadeira@hotmail.com;;;"12.079209.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
LUZIA LURDES NEVES CARDOSO 842.085.891-91;PANIFICADORA A PREDILETA;"23.406.607/0001-71";Empresário Individual (Não MEI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;75.850.000;GO;Caiapônia;Caiapônia;AV. ANA MARIA DE JESUS SILVA Nº 21 BAIRRO JARDIM GOIÁS ;(66) 9967-7798;;orlandoaguias@yahoo.com.br;;;"09.077178.15.0001-3";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;
MALAI MANSO HOTEL RESORT S.A.;MALAI MANSO;"14.773.721/0001-49";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;78.195.000;MT;Chapada dos Guimarães;Chapada dos Guimarães;ROD. MT 351 - KM 67, S/N - FAZ. MORRO DO CHAPÉU, LAGO DO MANSO;(65) 2193-9857;;gerente.controladoria@malaimansoresort.com.br;assistente.controladoria@malaimansoresort.com.br;;"13.048473.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5510-8/01-HOTEL (Secundário)";600;Alemão ,Espanhol ,Francês ,Inglês
MALAI MANSO HOTEL RESORT S.A.;MALAI MANSO;"14.773.721/0001-49";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;78.195.000;MT;Chapada dos Guimarães;Chapada dos Guimarães;ROD. MT 351 - KM 67, S/N - FAZ. MORRO DO CHAPÉU, LAGO DO MANSO;(65) 2193-9857;;gerente.controladoria@malaimansoresort.com.br;assistente.controladoria@malaimansoresort.com.br;;"13.048474.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5510-8/01-HOTEL (Secundário)";600;Alemão ,Espanhol ,Francês ,Inglês
MARIANA DE SENA SELVEIRA 0041668186;MICOS BURGUER;"24.125.600/0001-44";Microempreendedor Individual (MEI);;Mei;Em Implantação;Restaurantes, Cafeterias e Bares;;70.660.685;DF;Cruzeiro;Área Octogonal;A. AREA ESPECIAL 6/8 Nº 13 BLOCO A ;(61) 4141-8755;;contato@volpeconsultoria.com;;;"07.079194.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
MATIAS & MANZONI LTDA - ME;CHIQUINHO SORVETES;"24.120.546/0001-44";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.240.000;MS;Jardim;Jardim;AV. DUQUE DE CAXIAS Nº 343 - CENTRO;(67) 99658-9992;(67) 3453-1010;modelocontabilidade.phaola@hotmail.com.br;;;"12.083199.15.0001-7";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";;
MERCEARIA PRODUTOS COLABORATIVOS LTDA - ME;MERCEARIA;"18.127.337/0001-20";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.867.550;DF;Brasília;Asa Norte;ST CLN 412 BLOCO E S/N LOJA 04, 06 E 10;(61) 9202-3071;;contota@volpeconsultoria.com.br;;;"07.078927.15.0001-9";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";;
MITO COMERCIO DE ALIMENTOS LTDA - EPP;SPOLETO;"21.874.989/0001-32";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;71.931.180;DF;Taguatinga;Sul (Águas Claras);RUA COPAIBA, LOTE 01, LOJA 4, TÉRREO A;(61) 99197-1616;;kaka_san@gmail.com;;;"07.070706.15.0001-1";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";600;Nenhuma das Opções
MITO COMERCIO DE ALIMENTOS LTDA - EPP;SPOLETO;"21.874.989/0001-32";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;Restaurante;71.931.180;DF;Taguatinga;Sul (Águas Claras);RUA COPAIBA, LOTE 01, LOJA 4, TÉRREO A;(61) 99197-1616;;kaka_san@gmail.com;;;"07.070708.15.0001-6";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";600;Nenhuma das Opções
M&M CERVEJAS ESPECIAIS LTDA - ME;*****;"27.158.603/0001-72";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.200.002;DF;Brasília;Asa Sul;ST SCES TRECHO 02 CONJ. 32 LOJA R-05;(61) 99106-8875;;contato@volpeconsultoris.com.br;;;"07.084844.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
MOCA BONITA CENTRO DE BELEZA LTDA - ME;MOÇA BONITA CENTRO DE BELEZA;"17.938.578/0001-96";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;79.002.205;MS;Campo Grande;Centro;RUA MARECHAL RONDON, 2226 - CASA 03 / 2230 - CASA 02;(67) 3301-9255;;proalerta@gmail.com;;;"12.074569.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;
MOCA CAFÉ COMÉRCIO DE ALIMENTOS EIRELI;MONARDO CAFÉ GOURMET;"23.569.386/0001-52";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;;70.670.523;DF;Cruzeiro;Setor Sudoeste;Q CLSW 103 BLOCO C LOJA 64166 TÉRREO;(61) 3327-7917;;consistedf@terra.com.br;;;"07.075304.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;
NATALIA MARTINS DE FARIA EIRELI - ME;SPEED FAST FOOD;"27.411.466/0001-36";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;;70.610.460;DF;Brasília;Zona Industrial;SIG Q 6 LT 2380 LJ 13 - ED OFFICE 300;(61) 98190-5549;;carlos.ferlyra@gmail.com;;;"07.087879.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;
OJG ALIMENTOS LTDA - ME;BFC;"22.851.005/0001-60";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.753.520;DF;Brasília;Asa Norte;ST CLN 110 BLOCO B LOJA 64 TÉRREO;(61) 9119-5746;;oseias1485@gmail.com;;;"07.075284.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
PANELINHA DO BRASIL COZINHA E RESTAURANTE VENANCIO 2000  EIRELI - ME;PANELINHA DO BRASIL VENANCIO 2000;"23.540.812/0001-25";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;70.308.000;DF;Brasília;Asa Sul;SCS QD. 08 BLOCO B Nº 60, LOJA 84 TÉRREO ;(61) 3435-7887;;karol@consultoria.com;;;"07.075623.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
PANELINHAS DO BRASIL COZINHA E RESTAURANTE GBOJ LTDA - EPP;PANELINHAS DO BRASIL TAGUATINGA SHOPPING;"20.599.374/0001-82";Sociedade Empresária;;Empresa de Pequeno Porte;Em Implantação;Restaurantes, Cafeterias e Bares;;71.950.904;DF;Taguatinga;Areal (Águas Claras);Q QS 01 RUA 210 LOTE 40 SALÃO COMERCIAL N. 3006 PISO L3 COMPLEXO COM TAGUATINGA SHOPPING;(61) 8156-5377;;karol@volpeconsultoria.com;;;"07.075491.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
PANIFICADORA E CONFEIRARIA ESTRELA DALVA II EIRELI - ME;******;"25.684.038/0001-51";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;73.006.005;DF;Sobradinho;Sobradinho;QUADRA 08 COMERCIO LOCAL 01 LOTE 01 LOJA 06;(61) 98490-8158;;paodacasa02@bol.com.br;;;"07.081934.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
PANIFICADORA ECONFEITARIA AVENIDA DOS PÂES EIRELI - ME;****;"24.845.632/0001-14";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.241.301;DF;Ceilândia;Ceilândia Norte;Q QNP 13 CONJ. A LOTE 01;(61) 8637-0014;;avenidadospaes@bol.com.br;;;"07.079317.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;
PANIFICADORA E CONFEITARIA ESTRELA DALVA EIRELI - ME;PANIFICADORA E CONFEITARIA ESTRELA;"23.540.520/0001-92";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.210.542;DF;Ceilândia;Ceilândia Norte;Q EQNM ( COMERCIO ) 8/10 BLOCO B LOJA 01 ;(61) 8679-5085;;panificadoraestreladalva@bol.com.br;;;"07.077614.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;
PANIFICADORA E CONFEITARIA FAMILIA FURTADO EIRELI - ME;PANIFICADORA ALIANÇA;"24.874.606/0001-14";Empresa Individual (EIRELI);;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;Similar;72.275.466;DF;Ceilândia;Ceilândia Norte;Q QNR 04 CONJ. H LOTE 04 ;(61) 8238-3142;;panificadorafamiliafurtado@gmail.com;;;"07.079316.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;Nenhuma das Opções
PANIFICADORA E CONFEITARIA RIVALDO LTDA - ME;PADARIA DELICIAS DO TRIGO;"24.545.885/0001-72";Sociedade Empresária;;Microempresa;Em Implantação;Restaurantes, Cafeterias e Bares;;72.310.007;DF;Samambaia;Samambaia Sul;QN 320 CONJ. 07 LOTE 02 LOJA 01;(61) 8616-3320;;p.deliciasdotrigo@bol.com.br;;;"07.078692.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;
